ISO,Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Rule of Law,Government Size,Regulatory Efficiency,Open Markets
KEN,2006,59.7,50,21,,78.9,82.6,,65.2,60,74.7,64.4,50,50,,,66.6333333333333,54.8
KEN,2007,59.6,40,21,,78.9,82.1,,64.5,59.9,74.4,75,50,50,,,66.2666666666667,58.3333333333333
KEN,2008,59.3,35,22,,78.2,84.8,,65.6,60.1,72.2,75,50,50,,,65.9666666666667,58.3333333333333
KEN,2009,58.7,30,21,,78.6,81.5,,66.9,63.1,74,71.8,50,50,,,68,57.2666666666667
KEN,2010,57.5,30,21,,78.1,83.1,,63.4,63.7,72.7,67.9,45,50,,,66.6,54.3
KEN,2011,57.4,30,22,,77.6,72.8,,62.2,62.9,73.2,72.8,50,50,,,66.1,57.6
KEN,2012,57.5,30,21,,77.7,75.3,,61.7,63.3,79.1,66.7,50,50,,,68.0333333333333,55.5666666666667
KEN,2013,55.9,30,22,,77.5,73.5,,58,57.1,73.8,66.7,50,50,,,62.9666666666667,55.5666666666667
KEN,2014,57.1,30,21,,78,74.6,,55.8,64,74.9,72.8,50,50,,,64.9,57.6
KEN,2015,55.6,30,27,,78,72.1,,47.9,63.8,72.8,64,50,50,,,61.5,54.6666666666667
KEN,2016,57.5,30,25,,79.4,80.8,,48.6,62.2,73.5,65.6,60,50,,,61.4333333333333,58.5333333333333
KEN,2017,53.5,45.1,24.7,42.7,78.5,77.9,14.4,50,62.4,73.8,67.2,55,50,37.5,56.9333333333333,62.0666666666667,57.4
KEN,2018,54.7,47.9,27.5,44,78.5,77.5,14.1,55.5,62.9,74,69.8,55,50,39.8,56.7,64.1333333333333,58.2666666666667
KEN,2019,55.1,53.8,32.1,46.9,79.5,77.8,13.8,55.8,63.4,72.7,60.4,55,50,44.2666666666667,57.0333333333333,63.9666666666667,55.1333333333333
KEN,2020,55.3,63.2,28.2,48.6,78.7,79.6,13.5,55,55.8,75,60.4,55,50,46.6666666666667,57.2666666666667,61.9333333333333,55.1333333333333
KEN,2021,54.9,60.4,29.5,41.5,78.7,80.2,12.6,56.7,57.1,75.4,62.2,55,50,43.8,57.1666666666667,63.0666666666667,55.7333333333333
KGZ,1995,,,,,,,,,,,,,,,,,
KGZ,1996,,,,,,,,,,,,,,,,,
KGZ,1997,,,,,,,,,,,,,,,,,
KGZ,1998,51.8,30,30,,72.3,72.6,,55,,41.1,65,50,50,,,,55
KGZ,1999,54.8,30,30,,72.7,83.7,,55,,56.9,65,50,50,,,,55
KGZ,2000,55.7,30,30,,69.3,86.8,,55,,65,65.2,50,50,,,,55.0666666666667
KGZ,2001,53.7,30,22,,68.7,86.8,,55,,55.7,65,50,50,,,,55
KGZ,2002,51.7,30,22,,72.5,61.1,,55,,60,65,50,50,,,,55
KGZ,2003,56.8,30,22,,76.5,90.3,,55,,67.6,69.4,50,50,,,,56.4666666666667
KGZ,2004,58,30,22,,85.5,84.4,,55,,76.2,69.4,50,50,,,,56.4666666666667
KGZ,2005,56.6,30,21,,85.1,81.5,,55,64.8,78.8,69.4,30,50,,,66.2,49.8
KGZ,2006,61,30,22,,90,81.3,,60.7,71.6,77.9,76.4,50,50,,,70.0666666666667,58.8
KGZ,2007,60.2,30,23,,92.7,77.1,,59.9,71.1,77.1,81.4,40,50,,,69.3666666666667,57.1333333333333
KGZ,2008,61.1,30,22,,93.9,76.1,,60.7,71.3,75.6,81.4,50,50,,,69.2,60.4666666666667
KGZ,2009,61.8,25,21,,93.4,74.9,,75.3,69.5,71.5,87.6,50,50,,,72.1,62.5333333333333
KGZ,2010,61.3,25,18,,92.9,80.2,,76.6,82.6,62.2,75.9,50,50,,,73.8,58.6333333333333
KGZ,2011,61.1,25,19,,92.6,74.2,,75.4,88.1,68.6,63.2,55,50,,,77.3666666666667,56.0666666666667
KGZ,2012,60.2,20,20,,93.1,66.5,,74.1,88.9,71,63.2,55,50,,,78,56.0666666666667
KGZ,2013,59.6,20,21,,94.8,56.4,,73.2,88.6,66.7,75.4,50,50,,,76.1666666666667,58.4666666666667
KGZ,2014,61.1,20,19.2,,94.6,60.2,,74.2,83.8,73.7,75.2,60,50,,,77.2333333333333,61.7333333333333
KGZ,2015,61.3,20,24,,93.6,53.2,,73.7,85,73.8,80.2,60,50,,,77.5,63.4
KGZ,2016,59.6,20,27,,93.7,56.3,,65.3,80.4,68.4,75,60,50,,,71.3666666666667,61.6666666666667
KGZ,2017,61.1,50.9,30.3,17.2,93.7,55.2,78.9,73.7,79.8,68.5,75.3,60,50,32.8,75.9333333333333,74,61.7666666666667
KGZ,2018,62.8,50.2,29.4,22.1,93.8,58.2,89.2,73.3,77.9,74.9,74.5,60,50,33.9,80.4,75.3666666666667,61.5
KGZ,2019,62.3,49.9,27.2,27.9,94.1,54.2,78.4,73.4,79.8,74.4,78.6,60,50,35,75.5666666666667,75.8666666666667,62.8666666666667
KGZ,2020,62.9,53.6,32,31.3,94.1,58.5,66.7,73.6,79.6,76.4,79.2,60,50,38.9666666666667,73.1,76.5333333333333,63.0666666666667
KGZ,2021,63.7,46,33.7,23.3,94.8,63.8,90.6,72.6,79.5,77.5,72.8,60,50,34.3333333333333,83.0666666666667,76.5333333333333,60.9333333333333
KHM,1995,,,,,,,,,,,,,,,,,
KHM,1996,,,,,,,,,,,,,,,,,
KHM,1997,52.8,30,30,,91.7,91.8,,55,,62.1,15,50,50,,,,38.3333333333333
KHM,1998,59.8,30,30,,91.6,91.6,,55,,72,68,50,50,,,,56
KHM,1999,59.9,30,30,,91.6,92,,55,,72.2,68,50,50,,,,56
KHM,2000,59.3,30,30,,91.6,91.3,,55,,67.7,68,50,50,,,,56
KHM,2001,59.6,30,30,,91.6,94.1,,55,,73.2,62.8,50,50,,,,54.2666666666667
KHM,2002,60.7,30,30,,91.3,91.3,,55,,81.6,67,50,50,,,,55.6666666666667
KHM,2003,63.7,30,30,,91.3,92.5,,55,,86.5,68,50,70,,,,62.6666666666667
KHM,2004,61.1,30,30,,91.4,91,,55,,80.8,52,50,70,,,,57.3333333333333
KHM,2005,60,30,30,,91.3,90.4,,55,43.9,87,52,50,70,,,61.9666666666667,57.3333333333333
KHM,2006,56.7,30,10,,91.3,90.9,,43,44.2,83.7,53.4,50,70,,,56.9666666666667,57.8
KHM,2007,55.9,30,23,,91.4,93.3,,43.5,44.3,81,52.2,50,50,,,56.2666666666667,50.7333333333333
KHM,2008,55.9,30,21,,91.4,94.2,,43,46.3,80.9,52.2,50,50,,,56.7333333333333,50.7333333333333
KHM,2009,56.6,30,20,,91.4,94.5,,42.7,44.5,80,63.4,50,50,,,55.7333333333333,54.4666666666667
KHM,2010,56.6,30,18,,91,92.9,,39.9,43.6,70.5,70,60,50,,,51.3333333333333,60
KHM,2011,57.9,30,20,,90.9,94.2,,39.5,46.3,78,70,60,50,,,54.6,60
KHM,2012,57.6,30,21,,91.1,90,,40.7,47.2,80.7,65.2,60,50,,,56.2,58.4
KHM,2013,58.5,30,21,,90.9,88.4,,39.4,54.2,81.3,70.2,60,50,,,58.3,60.0666666666667
KHM,2014,57.4,30,18.7,,90.8,88.4,,36.6,50.2,77.9,71,60,50,,,54.9,60.3333333333333
KHM,2015,57.5,25,20,,90.5,87.5,,29.2,62.2,78.7,72.2,60,50,,,56.7,60.7333333333333
KHM,2016,57.9,25,21,,90.5,87.4,,32.3,62.5,78.1,72.2,60,50,,,57.6333333333333,60.7333333333333
KHM,2017,59.5,42.4,12.8,22.1,90.2,88.1,95.7,29.6,62,81,80.3,60,50,25.7666666666667,91.3333333333333,57.5333333333333,63.4333333333333
KHM,2018,58.7,36,17.7,24.5,89.8,86.5,92.1,30.6,57.7,79.7,80.3,60,50,26.0666666666667,89.4666666666667,56,63.4333333333333
KHM,2019,57.8,37.4,16.7,27.6,89.7,85.9,89.1,29.9,63,79.4,65.4,60,50,27.2333333333333,88.2333333333333,57.4333333333333,58.4666666666667
KHM,2020,57.3,43.1,14.8,28.1,89.4,83.9,94.8,31.2,62.5,74.8,65.4,50,50,28.6666666666667,89.3666666666667,56.1666666666667,55.1333333333333
KHM,2021,57.3,39.9,17,23.2,89.1,84.3,98.3,30.9,62.6,75.1,66.6,50,50,26.7,90.5666666666667,56.2,55.5333333333333
KIR,1995,,,,,,,,,,,,,,,,,
KIR,1996,,,,,,,,,,,,,,,,,
KIR,1997,,,,,,,,,,,,,,,,,
KIR,1998,,,,,,,,,,,,,,,,,
KIR,1999,,,,,,,,,,,,,,,,,
KIR,2000,,,,,,,,,,,,,,,,,
KIR,2001,,,,,,,,,,,,,,,,,
KIR,2002,,,,,,,,,,,,,,,,,
KIR,2003,,,,,,,,,,,,,,,,,
KIR,2004,,,,,,,,,,,,,,,,,
KIR,2005,,,,,,,,,,,,,,,,,
KIR,2006,,,,,,,,,,,,,,,,,
KIR,2007,,,,,,,,,,,,,,,,,
KIR,2008,,,,,,,,,,,,,,,,,
KIR,2009,45.7,30,33,,42.2,0,,62.5,85.6,88.7,55,30,30,,,78.9333333333333,38.3333333333333
KIR,2010,43.7,30,31,,42.2,0,,65.6,86.1,71.9,55.4,25,30,,,74.5333333333333,36.8
KIR,2011,44.8,30,28,,60.3,0,,62.9,85.1,71.1,55.4,25,30,,,73.0333333333333,36.8
KIR,2012,46.9,30,32,,72.4,0,,61.2,85.5,77.3,55.4,25,30,,,74.6666666666667,36.8
KIR,2013,45.9,30,31,,71.2,0,,59.2,78.5,78.4,55.4,25,30,,,72.0333333333333,36.8
KIR,2014,46.3,30,29.2,,71.4,0,,57,83.6,81.3,55.4,25,30,,,73.9666666666667,36.8
KIR,2015,46.4,30,29.2,,73,0,,56.8,83.9,80.6,55.4,25,30,,,73.7666666666667,36.8
KIR,2016,46.2,30,29.2,,73.3,0,,51.6,83.9,81,58.2,25,30,,,72.1666666666667,37.7333333333333
KIR,2017,50.9,48,37.6,33,73.6,0,99.5,51.5,71.9,82,58.2,25,30,39.5333333333333,57.7,68.4666666666667,37.7333333333333
KIR,2018,50.8,45,37.9,35.3,72.4,0,98.5,53.1,71.6,82,58.2,25,30,39.4,56.9666666666667,68.9,37.7333333333333
KIR,2019,47.3,44.1,35.1,34.3,73,0,98.6,41.9,50.7,81.1,53.2,25,30,37.8333333333333,57.2,57.9,36.0666666666667
KIR,2020,45.2,47.5,24.3,34.2,72.4,0,99,40.6,62.9,82.2,23.8,25,30,35.3333333333333,57.1333333333333,61.9,26.2666666666667
KIR,2021,44.4,44.8,27.9,33.1,70.7,0,98.9,32,63.9,82.5,23.8,25,30,35.2666666666667,56.5333333333333,59.4666666666667,26.2666666666667
KOR,1995,72,90,70,,63.3,85.6,,70,,80.1,69.2,50,70,,,,63.0666666666667
KOR,1996,73,90,70,,64.4,86.4,,70,,79.6,77,50,70,,,,65.6666666666667
KOR,1997,69.8,90,43,,68.1,86.9,,70,,80.9,69.2,50,70,,,,63.0666666666667
KOR,1998,73.3,90,50,,72.4,87.3,,70,,80.9,69.2,70,70,,,,69.7333333333333
KOR,1999,69.7,90,43,,67.8,85.5,,70,,81.5,69.6,70,50,,,,63.2
KOR,2000,69.7,90,42,,71.8,85.5,,70,,78.9,69.2,70,50,,,,63.0666666666667
KOR,2001,69.1,90,38,,71.7,79.7,,70,,84.5,67.8,70,50,,,,62.6
KOR,2002,69.5,90,40,,69.9,82.7,,70,,85.2,67.6,70,50,,,,62.5333333333333
KOR,2003,68.3,70,42,,74.2,81.8,,70,,83.4,73.2,70,50,,,,64.4
KOR,2004,67.8,70,45,,73.9,80.8,,70,,84,66.6,70,50,,,,62.2
KOR,2005,66.4,70,43,,69.5,77.8,,70,56.6,83.3,73.6,70,50,,,69.9666666666667,64.5333333333333
KOR,2006,67.5,70,45,,71.2,77.6,,85.6,57.7,83.1,65,70,50,,,75.4666666666667,61.6666666666667
KOR,2007,67.8,70,50,,71.6,76.3,,84.3,57.3,78.9,69.2,70,50,,,73.5,63.0666666666667
KOR,2008,68.6,70,51,,71.1,77.3,,84.1,56,80,66.4,70,60,,,73.3666666666667,65.4666666666667
KOR,2009,68.1,70,51,,70.4,72.5,,90.4,46.4,80,70.2,70,60,,,72.2666666666667,66.7333333333333
KOR,2010,69.9,70,56,,71.1,74.9,,91.9,47.1,77.4,70.8,70,70,,,72.1333333333334,70.2666666666667
KOR,2011,69.8,70,55,,72.2,73,,91.6,46.5,78.7,70.8,70,70,,,72.2666666666667,70.2666666666667
KOR,2012,69.9,70,54,,72.8,67.2,,93.6,49.7,78.9,72.6,70,70,,,74.0666666666667,70.8666666666667
KOR,2013,70.3,70,54,,73,72.8,,93.6,48.7,77.9,72.6,70,70,,,73.4,70.8666666666667
KOR,2014,71.2,70,54,,72.6,72.6,,92.8,47.8,79.6,72.6,70,80,,,73.4,74.2
KOR,2015,71.5,75,55,,72.5,67.9,,89.7,51.1,81.6,72.6,70,80,,,74.1333333333333,74.2
KOR,2016,71.7,70,55,,73.8,69.7,,91.1,50.6,82.6,74.6,70,80,,,74.7666666666667,74.8666666666667
KOR,2017,74.3,77.8,67.3,59.9,73.7,68.9,97.4,90.6,57,84,79.5,65,70,68.3333333333333,80,77.2,71.5
KOR,2018,73.8,79.4,49.9,63.7,73.3,68.8,97,90.7,58.7,83.9,80.4,70,70,64.3333333333333,79.7,77.7666666666667,73.4666666666667
KOR,2019,72.3,79.3,50.5,57.5,64.2,68.6,96.8,91.3,57.4,82,80.4,70,70,62.4333333333333,76.5333333333333,76.9,73.4666666666667
KOR,2020,74,82.5,67.5,61,63.9,67.7,96.7,90.5,56.2,82.1,80,70,70,70.3333333333333,76.1,76.2666666666667,73.3333333333333
KOR,2021,74,80.7,68.9,63.4,63,86.9,96.7,89.5,55.8,84.4,79,60,60,71,82.2,76.5666666666667,66.3333333333333
KWT,1995,,,,,,,,,,,,,,,,,
KWT,1996,66.1,90,70,,99.9,10.9,,85,,81.7,77,30,50,,,,52.3333333333333
KWT,1997,64.8,90,70,,99.9,0.8,,85,,80.1,77,30,50,,,,52.3333333333333
KWT,1998,66.3,90,70,,99.9,16.4,,85,,78.5,77,30,50,,,,52.3333333333333
KWT,1999,69.5,90,70,,99.9,40.6,,85,,82,78,30,50,,,,52.6666666666667
KWT,2000,69.7,90,70,,99.9,39.3,,85,,85,78.2,30,50,,,,52.7333333333333
KWT,2001,68.2,90,70,,99.9,44.5,,70,,80.8,78.6,30,50,,,,52.8666666666667
KWT,2002,65.4,70,70,,99.9,41.9,,70,,80.2,76.8,30,50,,,,52.2666666666667
KWT,2003,66.7,70,70,,99.9,48.8,,70,,81.6,80.2,30,50,,,,53.4
KWT,2004,63.6,50,70,,99.9,42.2,,70,,83.2,77,30,50,,,,52.3333333333333
KWT,2005,64.6,50,53,,99.9,51.3,,70,80.2,83.7,77.8,30,50,,,77.9666666666667,52.6
KWT,2006,66.5,50,46,,99.9,57.1,,71,80.3,83.1,77.2,50,50,,,78.1333333333333,59.0666666666667
KWT,2007,66.4,50,47,,99.9,60.7,,70.7,80.1,78.8,77.2,50,50,,,76.5333333333333,59.0666666666667
KWT,2008,68.1,55,48,,99.9,74.6,,68.6,80.2,73.8,81,50,50,,,74.2,60.3333333333333
KWT,2009,65.6,50,43,,99.9,63.7,,67.4,79.3,71.7,81,50,50,,,72.8,60.3333333333333
KWT,2010,67.7,50,43,,99.9,76.6,,65.8,88,66.4,82.5,55,50,,,73.4,62.5
KWT,2011,64.9,50,41,,99.9,69.7,,64.4,67.9,69.3,81.6,55,50,,,67.2,62.2
KWT,2012,62.5,50,45,,99.9,47.2,,61.8,63.5,71.3,81.6,55,50,,,65.5333333333333,62.2
KWT,2013,63.1,50,46,,99.9,61.5,,57.7,62.8,71.6,76.8,55,50,,,64.0333333333333,60.6
KWT,2014,62.3,50,43.7,,97.7,55.6,,57.7,63.6,73.2,76.7,55,50,,,64.8333333333333,60.5666666666667
KWT,2015,62.5,45,43,,97.7,61.1,,58.6,64.2,74,76.2,55,50,,,65.6,60.4
KWT,2016,62.7,45,44,,97.7,57.7,,63.4,62.7,74.2,77.2,55,50,,,66.7666666666667,60.7333333333333
KWT,2017,65.1,55.5,41.3,56.4,97.7,40.8,99.8,61.2,61.5,73.6,78.7,55,60,51.0666666666667,79.4333333333333,65.4333333333333,64.5666666666667
KWT,2018,62.2,52,36.6,53.5,97.7,20.5,99.3,57.2,61.5,73.7,79.1,55,60,47.3666666666667,72.5,64.1333333333333,64.7
KWT,2019,60.8,52.9,35.3,43.3,97.7,17.3,99.1,57.4,61.7,70.6,79,55,60,43.8333333333333,71.3666666666667,63.2333333333333,64.6666666666667
KWT,2020,63.2,57.1,46,47,97.7,22.4,99.6,61.3,62.2,73.2,76.4,55,60,50.0333333333333,73.2333333333333,65.5666666666667,63.8
KWT,2021,64.1,57.4,47.5,52.6,97.7,21.4,99.7,66,62.2,73.6,75.8,55,60,52.5,72.9333333333333,67.2666666666667,63.6
LAO,1995,,,,,,,,,,,,,,,,,
LAO,1996,38.5,10,10,,32.3,90.2,,40,,62.8,81,10,10,,,,33.6666666666667
LAO,1997,35.1,10,10,,32.3,82.4,,40,,55.4,66,10,10,,,,28.6666666666667
LAO,1998,35.2,10,10,,32.2,85.2,,40,,53.1,66,10,10,,,,28.6666666666667
LAO,1999,35.2,10,10,,32.5,85.7,,40,,52.1,66,10,10,,,,28.6666666666667
LAO,2000,36.8,10,10,,71.1,85.5,,40,,28.4,66,10,10,,,,28.6666666666667
LAO,2001,33.5,10,10,,71,81.3,,40,,13.8,55.6,10,10,,,,25.2
LAO,2002,36.8,10,10,,66.4,91.3,,40,,38.1,55.6,10,10,,,,25.2
LAO,2003,41,10,10,,70.6,87.9,,40,,55,55.6,30,10,,,,31.8666666666667
LAO,2004,42,10,10,,70.6,87.1,,40,,64,56.6,30,10,,,,32.2
LAO,2005,44.4,10,10,,70.9,89.8,,40,61.3,61.6,60.6,30,10,,,54.3,33.5333333333333
LAO,2006,47.5,10,10,,70.8,89.4,,51.1,62.5,63.3,58,30,30,,,58.9666666666667,39.3333333333333
LAO,2007,50.3,10,33,,70.8,92.8,,52.1,62.5,71.3,60.8,30,20,,,61.9666666666667,36.9333333333333
LAO,2008,50.3,10,26,,71,92.1,,60.8,63.4,73,57,30,20,,,65.7333333333333,35.6666666666667
LAO,2009,50.4,10,19,,70.6,89.7,,59.5,63.5,75.4,66.4,30,20,,,66.1333333333333,38.8
LAO,2010,51.1,15,20,,80.1,90.3,,59.4,58.9,73.5,68.4,25,20,,,63.9333333333333,37.8
LAO,2011,51.3,20,20,,79.9,90.1,,58.8,49.9,80.4,68.4,25,20,,,63.0333333333333,37.8
LAO,2012,50,15,21,,79.8,86.6,,61.6,55.7,76.9,58.7,25,20,,,64.7333333333333,34.5666666666667
LAO,2013,50.1,15,22,,79.7,85.8,,62.1,54.7,73,58.7,30,20,,,63.2666666666667,36.2333333333333
LAO,2014,51.2,15,18.6,,86.6,86.7,,60.7,54.9,75.5,58.6,35,20,,,63.7,37.8666666666667
LAO,2015,51.4,15,26,,86.2,86.8,,59.5,57.1,74.5,58.6,30,20,,,63.7,36.2
LAO,2016,49.8,15,25,,86.1,73.8,,55.9,57.6,71.3,58.6,35,20,,,61.6,37.8666666666667
LAO,2017,54,35.3,32.6,35.9,86.1,76.6,61.2,66.3,54.4,70.2,74.6,35,20,34.6,74.6333333333333,63.6333333333333,43.2
LAO,2018,53.6,34.1,33.1,41.4,86.7,79.3,60.2,65.4,55,76,56.6,35,20,36.2,75.4,65.4666666666667,37.2
LAO,2019,57.4,38.8,33.5,42.5,86.9,85.3,66.5,60.1,60.1,78.5,81.8,35,20,38.2666666666667,79.5666666666667,66.2333333333333,45.6
LAO,2020,55.5,42.5,32,37.3,87,86.6,53.3,54.3,58.6,76.8,82,35,20,37.2666666666667,75.6333333333333,63.2333333333333,45.6666666666667
LAO,2021,53.9,38.8,34.5,37.6,87.1,86.8,51.1,54.7,59.1,74.5,67.8,35,20,36.9666666666667,75,62.7666666666667,40.9333333333333
LBN,1995,,,,,,,,,,,,,,,,,
LBN,1996,63.2,50,10,,98,79.9,,70,,66.4,75,50,70,,,,65
LBN,1997,63.9,50,10,,98,78.5,,70,,73.9,75,50,70,,,,65
LBN,1998,59,50,10,,98,70.8,,70,,75.8,36.6,50,70,,,,52.2
LBN,1999,59.1,50,10,,98,70,,70,,76.8,36.6,50,70,,,,52.2
LBN,2000,56.1,50,10,,96.7,41.9,,70,,79.9,36.6,50,70,,,,52.2
LBN,2001,61,50,10,,92.3,63.3,,70,,86.2,57,50,70,,,,59
LBN,2002,57.1,30,10,,92,61.1,,55,,92.3,53.4,50,70,,,,57.8
LBN,2003,56.7,30,10,,92.4,65.1,,55,,91.3,46.8,50,70,,,,55.6
LBN,2004,56.9,30,10,,92.4,60.3,,55,,83.5,61,50,70,,,,60.3333333333333
LBN,2005,57.2,30,30,,91.7,54.4,,55,59.2,82.9,69,30,70,,,65.7,56.3333333333333
LBN,2006,57.5,30,27,,91.3,54.6,,56.7,61,82,72.4,30,70,,,66.5666666666667,57.4666666666667
LBN,2007,60.4,30,31,,93.9,64.3,,56.6,62.3,88.4,77.4,30,70,,,69.1,59.1333333333333
LBN,2008,60,30,36,,91.4,69.5,,55.6,62.2,77.8,77.4,30,70,,,65.2,59.1333333333333
LBN,2009,58.1,30,30,,91.7,64.1,,60,57.4,77.3,80.8,30,60,,,64.9,56.9333333333333
LBN,2010,59.5,30,30,,91.6,62.8,,56.6,57,71.4,80.5,55,60,,,61.6666666666667,65.1666666666667
LBN,2011,60.1,25,25,,91,64.9,,57.5,59,77.7,80.5,60,60,,,64.7333333333333,66.8333333333333
LBN,2012,60.1,25,25,,90.8,68.2,,53.9,60.6,76.9,80.4,60,60,,,63.8,66.8
LBN,2013,59.5,20,25,,90.8,74.6,,50.3,57.2,76.5,80.4,60,60,,,61.3333333333333,66.8
LBN,2014,59.4,20,24.5,,90.9,73.7,,55.6,58.7,74.5,75.8,60,60,,,62.9333333333333,65.2666666666667
LBN,2015,59.3,20,28,,91.3,70.6,,54.7,60.7,72,75.8,60,60,,,62.4666666666667,65.2666666666667
LBN,2016,59.5,20,27,,91.3,75.7,,59.1,57.3,79,75.8,60,50,,,65.1333333333333,61.9333333333333
LBN,2017,53.3,43.8,23.3,25.3,91.8,76.1,0,51.5,49.5,78.4,84.4,65,50,30.8,55.9666666666667,59.8,66.4666666666667
LBN,2018,53.2,39.7,20.2,33.6,91.9,78.2,0,48.8,44.2,81.9,84.5,65,50,31.1666666666667,56.7,58.3,66.5
LBN,2019,51.1,39.5,18.2,26.6,91.8,75.6,0,47.9,46.5,78.1,79,60,50,28.1,55.8,57.5,63
LBN,2020,51.7,44.6,25,30.8,90.8,72.5,0,45.6,47.8,75.6,77.4,60,50,33.4666666666667,54.4333333333333,56.3333333333333,62.4666666666667
LBN,2021,51.4,42.3,27.9,33.1,88.5,70.3,0,44.3,47.4,78.3,74.4,60,50,34.4333333333333,52.9333333333333,56.6666666666667,61.4666666666667
LBR,1995,,,,,,,,,,,,,,,,,
LBR,1996,,,,,,,,,,,,,,,,,
LBR,1997,,,,,,,,,,,,,,,,,
LBR,1998,,,,,,,,,,,,,,,,,
LBR,1999,,,,,,,,,,,,,,,,,
LBR,2000,,,,,,,,,,,,,,,,,
LBR,2001,,,,,,,,,,,,,,,,,
LBR,2002,,,,,,,,,,,,,,,,,
LBR,2003,,,,,,,,,,,,,,,,,
LBR,2004,,,,,,,,,,,,,,,,,
LBR,2005,,,,,,,,,,,,,,,,,
LBR,2006,,,,,,,,,,,,,,,,,
LBR,2007,,,,,,,,,,,,,,,,,
LBR,2008,,,,,,,,,,,,,,,,,
LBR,2009,48.1,25,21,,73.8,97.2,,40.2,49.8,70.1,53.8,30,20,,,53.3666666666667,34.6
LBR,2010,46.2,25,24,,67.8,82.3,,52.8,51.3,65.4,53.8,20,20,,,56.5,31.2666666666667
LBR,2011,46.5,30,31,,73.3,66.5,,51.8,48.9,69.5,53.8,20,20,,,56.7333333333333,31.2666666666667
LBR,2012,48.6,30,33,,76.6,74.8,,55.9,50.6,71.8,53.8,20,20,,,59.4333333333333,31.2666666666667
LBR,2013,49.3,30,32,,76.6,77.8,,56.5,47.2,72,61.4,20,20,,,58.5666666666667,33.8
LBR,2014,52.4,30,33.8,,83.6,70.5,,62.3,47,72.9,64.1,40,20,,,60.7333333333333,41.3666666666667
LBR,2015,52.7,25,38,,83,69.9,,60.1,43.9,72.7,74.4,40,20,,,58.9,44.8
LBR,2016,52.2,25,37,,83.8,67.7,,55.1,44.5,71,72.8,45,20,,,56.8666666666667,45.9333333333333
LBR,2017,49.1,33.6,31.4,41,83.6,60.1,36.2,53.1,48.5,71.8,60.1,50,20,35.3333333333333,59.9666666666667,57.8,43.3666666666667
LBR,2018,50.9,28.2,32,42.4,77.5,59.4,39.1,53.1,59.5,71.4,72.8,55,20,34.2,58.6666666666667,61.3333333333333,49.2666666666667
LBR,2019,49.7,26.7,24.2,39,82.7,62.1,69.1,50.6,38.3,68.9,60.1,55,20,29.9666666666667,71.3,52.6,45.0333333333333
LBR,2020,49,31.1,23.8,37.9,86.1,65.5,59.7,48.2,38.2,62.1,60.6,55,20,30.9333333333333,70.4333333333333,49.5,45.2
LBR,2021,49.2,29.5,27,40.4,85.8,68.3,54.3,48.9,41.4,58.5,60.8,55,20,32.3,69.4666666666667,49.6,45.2666666666667
LBY,1995,,,,,,,,,,,,,,,,,
LBY,1996,31.7,10,10,,33.3,73,,40,,60.2,39,10,10,,,,19.6666666666667
LBY,1997,28.9,10,10,,33.3,61.1,,40,,61.2,24,10,10,,,,14.6666666666667
LBY,1998,32,10,10,,33.3,61.1,,40,,64.9,49,10,10,,,,23
LBY,1999,32.3,10,10,,33.3,61.1,,40,,67.1,49,10,10,,,,23
LBY,2000,34.7,10,10,,53.9,61.1,,40,,67.8,49,10,10,,,,23
LBY,2001,34,10,10,,53.6,54.6,,40,,69.1,49,10,10,,,,23
LBY,2002,35.4,10,10,,51.3,64.7,,40,,73.8,49,10,10,,,,23
LBY,2003,34.6,10,10,,53,72.1,,40,,64.1,42.4,10,10,,,,20.8
LBY,2004,31.5,10,10,,32.3,68.1,,40,,61,42.4,10,10,,,,20.8
LBY,2005,32.8,10,21,,47.1,49.8,,40,20,66.4,53.2,10,10,,,42.1333333333333,24.4
LBY,2006,33.2,10,25,,52.2,41.4,,20,20,69.3,34.6,30,30,,,36.4333333333333,31.5333333333333
LBY,2007,37,10,25,,81.7,43.8,,20,20,80.1,39.6,30,20,,,40.0333333333333,29.8666666666667
LBY,2008,38.7,10,27,,81.7,63.5,,20,20,74.9,39.6,30,20,,,38.3,29.8666666666667
LBY,2009,43.5,10,25,,81.7,68.1,,20,20,70.3,90,30,20,,,36.7666666666667,46.6666666666667
LBY,2010,40.2,10,26,,81.7,62.8,,20,20,66.4,85,10,20,,,35.4666666666667,38.3333333333333
LBY,2011,38.6,10,25,,80.3,44.5,,20,20,71,85,10,20,,,37,38.3333333333333
LBY,2012,35.9,10,22,,80.2,17.9,,20,20,73.6,85,10,20,,,37.8666666666667,38.3333333333333
LBY,2013,,10,20,,,,,,,64.8,85,10,20,,,,38.3333333333333
LBY,2014,,10,18.3,,95,0,,50.1,77.9,66.9,,5,20,,,64.9666666666667,
LBY,2015,,10,15,,95,37.5,,46.8,66.7,71.4,80,5,,,,61.6333333333333,
LBY,2016,,10,18,,95,0,,55.5,63.1,74,,5,,,,64.2,
LBY,2017,,6.8,26.7,22.6,95,0,11.4,65,52.5,69.2,80,,,18.7,35.4666666666667,62.2333333333333,
