ISO,Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Rule of Law,Government Size,Regulatory Efficiency,Open Markets
BDI,2006,48.7,30,30,,70.1,62.6,,37,53.7,67.3,56,50,30,,,52.6666666666667,45.3333333333333
BDI,2007,46.9,30,23,,70.1,52.5,,49.6,55,68.2,60.6,30,30,,,57.6,40.2
BDI,2008,46.2,30,24,,72.1,59.4,,35.5,56,74.7,50.2,30,30,,,55.4,36.7333333333333
BDI,2009,48.8,30,25,,72.5,55.8,,34.4,64.3,72.7,63,40,30,,,57.1333333333333,44.3333333333333
BDI,2010,47.5,25,19,,72.2,42.7,,37.8,66.9,62.7,68.6,50,30,,,55.8,49.5333333333333
BDI,2011,49.6,20,18,,72.3,52,,36.8,67.1,66.1,78.8,55,30,,,56.6666666666667,54.6
BDI,2012,48.1,20,18,,72.2,22.9,,46.1,67.2,70.9,78.9,55,30,,,61.4,54.6333333333333
BDI,2013,49,20,19,,71.5,22.6,,58.4,66.4,68.7,78.9,55,30,,,64.5,54.6333333333333
BDI,2014,51.4,20,15.9,,73.5,51.9,,59.8,63.1,68.2,71.8,60,30,,,63.7,53.9333333333333
BDI,2015,53.7,20,21,,73.5,61.3,,61.4,68.1,69.8,72.2,60,30,,,66.4333333333333,54.0666666666667
BDI,2016,53.9,20,20,,73.8,70.5,,54.2,67.6,73.8,74.2,55,30,,,65.2,53.0666666666667
BDI,2017,53.2,25.7,24.6,19.8,73.8,69.5,69.6,53.5,67.4,75.2,74.2,55,30,23.3666666666667,70.9666666666667,65.3666666666667,53.0666666666667
BDI,2018,50.9,17.6,26.2,21.7,71,78.6,54.8,53,63.2,70.2,69.2,55,30,21.8333333333333,68.1333333333333,62.1333333333333,51.4
BDI,2019,48.9,20.6,26.2,31,74,83.3,23.3,50.3,67.5,62.2,68.2,50,30,25.9333333333333,60.2,60,49.4
BDI,2020,49,24.9,22.3,26.9,73.7,85.8,13.2,55.1,67.4,70.3,68.2,50,30,24.7,57.5666666666667,64.2666666666667,49.4
BDI,2021,49.9,28,27,32.1,77.1,79.3,32.2,51.8,67.3,74.7,49.8,50,30,29.0333333333333,62.8666666666667,64.6,43.2666666666667
BEL,1995,,,,,,,,,,,,,,,,,
BEL,1996,66,90,90,,33.9,7.3,,70,,85,77.8,70,70,,,,72.6
BEL,1997,64.6,90,69,,33.7,14.8,,70,,86.4,77.8,70,70,,,,72.6
BEL,1998,64.7,90,68,,33.7,16.4,,70,,86.1,77.8,70,70,,,,72.6
BEL,1999,62.9,90,53,,33.5,15.7,,70,,86.7,77.8,70,70,,,,72.6
BEL,2000,63.5,90,54,,33.1,18.9,,70,,87.9,77.8,70,70,,,,72.6
BEL,2001,63.8,90,53,,33.2,22,,70,,88.3,78,70,70,,,,72.6666666666667
BEL,2002,67.6,90,61,,33.7,28,,70,,86,79.6,90,70,,,,79.8666666666667
BEL,2003,68.1,90,66,,33.7,26.8,,70,,85.2,81.4,90,70,,,,80.4666666666667
BEL,2004,68.7,90,71,,43.1,23.5,,70,,81.3,79.8,90,70,,,,79.9333333333333
BEL,2005,69,90,76,,42.1,22,,70,68,81.8,80.2,90,70,,,73.2666666666667,80.0666666666667
BEL,2006,71.8,90,75,,42.8,26.8,,90.7,68.4,81.5,82.4,90,70,,,80.2,80.8
BEL,2007,72.5,80,74,,44.1,26.5,,92.6,70.8,80.5,86.6,90,80,,,81.3,85.5333333333333
BEL,2008,71.7,80,73,,43.9,17.9,,93.7,71.6,80.4,86,90,80,,,81.9,85.3333333333333
BEL,2009,72.1,80,71,,41.5,28.3,,93.2,70.5,81,85.8,90,80,,,81.5666666666667,85.2666666666667
BEL,2010,70.1,80,73,,42.2,30,,92.9,67.1,77.9,87.5,80,70,,,79.3,79.1666666666667
BEL,2011,70.2,80,71,,41.8,25,,92.6,71,82.5,87.6,80,70,,,82.0333333333333,79.2
BEL,2012,69,80,71,,44.8,12.1,,92.3,71.3,81.2,87.1,80,70,,,81.6,79.0333333333333
BEL,2013,69.2,80,75,,45,14.5,,91.6,69.8,79.3,86.8,80,70,,,80.2333333333333,78.9333333333333
BEL,2014,69.9,80,74.2,,44.8,14.8,,89.9,72.7,79.5,87.8,85,70,,,80.7,80.9333333333333
BEL,2015,68.8,80,75,,43.6,10.2,,90.7,63.7,81.7,88,85,70,,,78.7,81
BEL,2016,68.4,80,76,,44.2,11,,85.4,60.5,84,88,85,70,,,76.6333333333333,81
BEL,2017,67.8,83.3,71.5,69.3,44.1,9.6,66.3,82,61.1,84.9,87,85,70,74.7,40,76,80.6666666666667
BEL,2018,67.5,81.2,70.9,69.5,44,12.1,67.9,80.6,59.5,82.6,86.9,85,70,73.8666666666667,41.3333333333333,74.2333333333333,80.6333333333333
BEL,2019,67.3,81.3,72.5,61.6,47.1,15.2,73.4,78.1,61,76.1,86,85,70,71.8,45.2333333333333,71.7333333333333,80.3333333333333
BEL,2020,68.9,84.5,80.2,62.5,46.7,17.2,77,75.2,61.1,80.5,86.4,85,70,75.7333333333333,46.9666666666667,72.2666666666667,80.4666666666667
BEL,2021,70.1,84,81.3,70.2,46.5,18.4,78.7,80.1,61.1,82,84,85,70,78.5,47.8666666666667,74.4,79.6666666666667
BEN,1995,,,,,,,,,,,,,,,,,
BEN,1996,54.5,50,50,,72.1,90.5,,70,,57.9,0,50,50,,,,33.3333333333333
BEN,1997,61.3,50,50,,71.9,88.2,,70,,62.3,58.8,50,50,,,,52.9333333333333
BEN,1998,61.7,50,50,,71.8,85.3,,70,,69.7,58.8,50,50,,,,52.9333333333333
BEN,1999,60.6,50,30,,71.7,88.6,,70,,76.1,59,50,50,,,,53
BEN,2000,61.5,50,30,,71.5,97.6,,70,,75.6,59,50,50,,,,53
BEN,2001,60.1,30,30,,71.5,97,,70,,81.2,61,50,50,,,,53.6666666666667
BEN,2002,57.3,30,30,,71.4,90.3,,55,,78.3,61,50,50,,,,53.6666666666667
BEN,2003,54.9,30,30,,52.3,87.9,,55,,77.8,61,50,50,,,,53.6666666666667
BEN,2004,54.6,30,30,,52.4,87.6,,55,,79,57,50,50,,,,52.3333333333333
BEN,2005,52.3,30,30,,52.2,88.5,,55,52.6,81.1,54,30,50,,,62.9,44.6666666666667
BEN,2006,54,30,32,,67.3,86.6,,48,53.4,83.1,59.6,30,50,,,61.5,46.5333333333333
BEN,2007,55.1,30,29,,67.8,87,,48.5,51.9,82.4,64.6,30,60,,,60.9333333333333,51.5333333333333
BEN,2008,55.2,30,25,,67.5,86.4,,48.1,52.7,77.5,65.2,40,60,,,59.4333333333333,55.0666666666667
BEN,2009,55.4,30,27,,67.2,88.5,,43.8,50.3,79.6,67.4,40,60,,,57.9,55.8
BEN,2010,55.4,30,31,,75.9,85.2,,42.3,47.8,74.6,57,60,50,,,54.9,55.6666666666667
BEN,2011,56,30,29,,75.8,84.1,,43,50.7,78.2,58.8,60,50,,,57.3,56.2666666666667
BEN,2012,55.7,30,28,,76.2,79.9,,42.9,51.5,79.7,59.3,60,50,,,58.0333333333333,56.4333333333333
BEN,2013,57.6,30,30,,76.1,86.1,,45.4,49.7,79.9,59.3,70,50,,,58.3333333333333,59.7666666666667
BEN,2014,57.1,30,29.5,,68.3,86.1,,51,50.5,75.4,60,70,50,,,58.9666666666667,60
BEN,2015,58.8,30,36,,68.3,86.7,,55.2,53.2,79.9,58.4,70,50,,,62.7666666666667,59.4666666666667
BEN,2016,59.3,30,39,,68.1,84.9,,51.3,53.8,82.2,58.8,75,50,,,62.4333333333333,61.2666666666667
BEN,2017,59.2,36,31.3,29.4,68.6,85.9,71.3,51.9,52.4,85.4,68.7,80,50,32.2333333333333,75.2666666666667,63.2333333333333,66.2333333333333
BEN,2018,56.7,35.5,30.2,31.3,67.4,85.6,49.7,60.7,49.9,84.7,55.6,80,50,32.3333333333333,67.5666666666667,65.1,61.8666666666667
BEN,2019,55.3,37.2,28.1,32.8,69.3,83.4,27.9,62.4,53.8,86.4,61.8,70,50,32.7,60.2,67.5333333333333,60.6
BEN,2020,55.2,41.3,29.6,36.4,69,84.2,46.6,58,53.7,84.3,49.4,60,50,35.7666666666667,66.6,65.3333333333333,53.1333333333333
BEN,2021,59.6,42.5,32.2,37,68.4,92,86.3,54.6,58.5,83.7,60.4,50,50,37.2333333333333,82.2333333333333,65.6,53.4666666666667
BFA,1995,,,,,,,,,,,,,,,,,
BFA,1996,49.4,30,10,,66.7,84.3,,40,,59.1,55,70,30,,,,51.6666666666667
BFA,1997,54,50,10,,66.5,85.3,,55,,63.9,55,70,30,,,,51.6666666666667
BFA,1998,54.5,50,10,,66.3,86.9,,55,,66.9,55,70,30,,,,51.6666666666667
BFA,1999,55,50,10,,66.1,86.4,,55,,72.8,55,70,30,,,,51.6666666666667
BFA,2000,55.7,50,10,,69.2,85.5,,55,,76.6,55,70,30,,,,51.6666666666667
BFA,2001,56.7,30,10,,73.4,76.5,,55,,84.6,61,70,50,,,,60.3333333333333
BFA,2002,58.8,30,30,,65.9,78.1,,55,,89.4,61,70,50,,,,60.3333333333333
BFA,2003,58.9,30,30,,77.1,78.1,,55,,78.8,61,70,50,,,,60.3333333333333
BFA,2004,58,30,30,,77.7,84.9,,55,,79.7,64.8,50,50,,,,54.9333333333333
BFA,2005,56.6,30,30,,77.6,86.4,,55,43.8,80.4,62.6,50,50,,,59.7333333333333,54.2
BFA,2006,55.8,30,30,,77.6,87.3,,39.2,45.7,85.9,62.2,50,50,,,56.9333333333333,54.0666666666667
BFA,2007,55.1,30,34,,77.4,86.5,,43.8,45.1,76.8,67.2,40,50,,,55.2333333333333,52.4
BFA,2008,55.7,30,32,,77.5,85.9,,50.7,45.8,78.8,66.6,40,50,,,58.4333333333333,52.2
BFA,2009,59.5,30,29,,80.7,83.7,,58.7,69,83.7,70.4,40,50,,,70.4666666666667,53.4666666666667
BFA,2010,59.4,30,35,,80.4,80,,60,64.4,73,71.3,50,50,,,65.8,57.1
BFA,2011,60.6,30,36,,80.5,86,,61.5,53.5,76.8,76.2,55,50,,,63.9333333333333,60.4
BFA,2012,60.6,30,31,,80.4,84,,62.8,58.9,81.4,72.5,55,50,,,67.7,59.1666666666667
BFA,2013,59.9,30,30,,81.4,82,,61.2,56.4,80.6,72.5,55,50,,,66.0666666666667,59.1666666666667
BFA,2014,58.9,30,31.3,,83,82.3,,60.7,55,78.8,67.8,60,40,,,64.8333333333333,55.9333333333333
BFA,2015,58.6,25,38,,82.4,79.8,,49.6,57.8,80,68.2,65,40,,,62.4666666666667,57.7333333333333
BFA,2016,59.1,30,38,,82.8,76.8,,46.3,58.9,84.9,68.2,65,40,,,63.3666666666667,57.7333333333333
BFA,2017,59.6,38.2,31.7,28.4,82.6,82.5,88.4,46.4,53.3,84.6,69.2,70,40,32.7666666666667,84.5,61.4333333333333,59.7333333333333
BFA,2018,60,42.1,31.8,47.1,80.6,83.7,80.4,51.5,47,84.5,65.8,65,40,40.3333333333333,81.5666666666667,61,56.9333333333333
BFA,2019,59.4,49.1,36.6,42.9,81.9,80,61.8,51.6,52.3,86.2,65.2,65,40,42.8666666666667,74.5666666666667,63.3666666666667,56.7333333333333
BFA,2020,56.7,46.9,34.1,42.6,81.3,77,49.2,47.6,52.1,82.4,61.8,65,40,41.2,69.1666666666667,60.7,55.6
BFA,2021,56.5,45.1,34.5,36.6,80.9,81.9,60.8,44.8,52.2,74.7,61,65,40,38.7333333333333,74.5333333333333,57.2333333333333,55.3333333333333
BGD,1995,40.9,30,10,,44,91.5,,40,,72.9,0,50,30,,,,26.6666666666667
BGD,1996,51.1,30,10,,79.2,92,,40,,70.7,38,50,50,,,,46
BGD,1997,49.9,30,10,,70.6,94.2,,40,,66.1,38,50,50,,,,46
BGD,1998,52,30,23,,73,93.5,,40,,71.1,38,50,50,,,,46
BGD,1999,50,30,23,,77.2,94.5,,40,,71,34,50,30,,,,38
BGD,2000,48.9,30,23,,77.2,90.3,,40,,68.1,32,50,30,,,,37.3333333333333
BGD,2001,51.2,30,23,,77.3,93.3,,40,,68.6,48.8,50,30,,,,42.9333333333333
BGD,2002,51.9,30,23,,77.3,93.3,,40,,72.7,50.6,50,30,,,,43.5333333333333
BGD,2003,49.3,30,4,,77.2,94,,40,,80.8,38,50,30,,,,39.3333333333333
BGD,2004,50,30,12,,77.2,94.1,,40,,78.9,38,50,30,,,,39.3333333333333
BGD,2005,47.5,30,13,,84.1,93.4,,40,64.1,76.3,34,30,10,,,60.1333333333333,24.6666666666667
BGD,2006,52.9,30,15,,84.1,94.4,,58.2,64.2,74.9,48.2,30,30,,,65.7666666666667,36.0666666666667
BGD,2007,46.7,30,17,,84.1,94,,59.1,63.8,68.7,0,30,20,,,63.8666666666667,16.6666666666667
BGD,2008,44.2,25,20,,84,93.2,,56.5,54.5,68.9,0,20,20,,,59.9666666666667,13.3333333333333
BGD,2009,47.5,25,20,,72.8,94.2,,62.9,52.3,67.3,40.2,20,20,,,60.8333333333333,26.7333333333333
BGD,2010,51.1,20,21,,72.8,93.9,,59.4,53.8,66.6,58,45,20,,,59.9333333333333,41
BGD,2011,53,20,24,,72.7,92.4,,65,54.3,68.6,58,55,20,,,62.6333333333333,44.3333333333333
BGD,2012,53.2,20,24,,72.8,93.9,,68.5,55.9,67.5,54,55,20,,,63.9666666666667,43
BGD,2013,52.6,20,27,,72.7,92.1,,68,51.9,65.4,54,55,20,,,61.7666666666667,43
BGD,2014,54.1,20,23.3,,72.5,92.3,,70.8,51.9,65.9,59,55,30,,,62.8666666666667,48
BGD,2015,53.9,20,27,,72.7,92,,62.2,63.7,67.7,59,45,30,,,64.5333333333333,44.6666666666667
BGD,2016,53.3,20,25,,72.7,93.6,,52.6,62.5,68.2,63.6,45,30,,,61.1,46.2
BGD,2017,55,34.9,19.1,26,72.8,94,78.7,53.4,68.7,68.6,63.6,50,30,26.6666666666667,81.8333333333333,63.5666666666667,47.8666666666667
BGD,2018,55.1,32.4,21.2,32.6,72.7,94.2,78.9,52.1,66.4,69,61.2,50,30,28.7333333333333,81.9333333333333,62.5,47.0666666666667
BGD,2019,55.6,36.1,24.4,34.5,72.7,94.5,77.6,50.9,68.2,69.9,63.6,45,30,31.6666666666667,81.6,63,46.2
BGD,2020,56.4,41,26.6,36.1,72.7,94.3,76.8,52.3,68.4,70,63.6,45,30,34.5666666666667,81.2666666666667,63.5666666666667,46.2
BGD,2021,56.5,38,27.7,35.4,84,93.8,66.3,55.6,68.8,69.9,63.4,45,30,33.7,81.3666666666667,64.7666666666667,46.1333333333333
BGR,1995,50,50,30,,46,50.5,,55,,26.3,72.4,70,50,,,,64.1333333333333
BGR,1996,48.6,50,30,,50.6,30.6,,55,,30,71,70,50,,,,63.6666666666667
BGR,1997,47.6,50,30,,48.9,37.3,,55,,36.5,71,50,50,,,,57
BGR,1998,45.7,50,30,,53.5,48.8,,55,,25.2,49,50,50,,,,49.6666666666667
BGR,1999,46.2,50,30,,68,46.3,,55,,0,46.8,70,50,,,,55.6
BGR,2000,47.3,50,29,,67.9,54.4,,55,,0,49.8,70,50,,,,56.6
BGR,2001,51.9,50,33,,58.1,67.3,,55,,26.2,57.2,70,50,,,,59.0666666666667
BGR,2002,57.1,50,35,,68.3,49.6,,55,,75.8,60.2,70,50,,,,60.0666666666667
BGR,2003,57,50,39,,72.4,56.7,,55,,77.5,62.4,50,50,,,,54.1333333333333
BGR,2004,59.2,30,40,,81.1,64.5,,55,,78.7,63.2,50,70,,,,61.0666666666667
BGR,2005,62.3,30,39,,80.3,53.4,,55,80.3,83.1,82,50,70,,,72.8,67.3333333333333
BGR,2006,64.1,30,41,,83.2,49.8,,70.5,79.8,80.7,65.8,70,70,,,77,68.6
BGR,2007,62.7,30,40,,82.4,57.8,,70.3,79.8,75.8,70.8,60,60,,,75.3,63.6
BGR,2008,63.7,30,40,,82.7,56,,68.4,80.6,73.7,86,60,60,,,74.2333333333333,68.6666666666667
BGR,2009,64.6,30,41,,86.2,58.7,,73.5,78.4,72.8,85.8,60,60,,,74.9,68.6
BGR,2010,62.3,30,36,,86.3,48.3,,77.8,78.1,69.5,87.4,50,60,,,75.1333333333333,65.8
BGR,2011,64.9,30,38,,86.9,58.3,,75.8,82,75.5,87.6,55,60,,,77.7666666666667,67.5333333333333
BGR,2012,64.7,30,36,,93.6,50.3,,72.7,84.2,77.8,87.1,55,60,,,78.2333333333333,67.3666666666667
BGR,2013,65,30,33,,94,64.2,,73.6,74.8,78.6,86.8,55,60,,,75.6666666666667,67.2666666666667
BGR,2014,65.7,30,35.2,,91.2,64.5,,73.5,80.2,79.6,87.8,55,60,,,77.7666666666667,67.6
BGR,2015,66.8,30,41,,91,64.5,,68.5,76.6,83.2,88,65,60,,,76.1,71
BGR,2016,65.9,30,43,,91.1,60.4,,66.9,71.6,82.6,88,65,60,,,73.7,71
BGR,2017,67.9,62.5,41.8,38.9,91,58.4,86.4,66.7,68.3,83.3,87,70,60,47.7333333333333,78.6,72.7666666666667,72.3333333333333
BGR,2018,68.3,63.6,38.2,42.5,90.9,60.5,94.3,64.3,66.1,82.8,86.9,70,60,48.1,81.9,71.0666666666667,72.3
BGR,2019,69,62.5,35.1,41.9,90.2,63.9,98.8,62.7,68.4,88,86,70,60,46.5,84.3,73.0333333333333,72
BGR,2020,70.2,64.2,44.2,45.4,90.3,66.1,99.2,62.6,68.1,85.7,86.4,70,60,51.2666666666667,85.2,72.1333333333333,72.1333333333334
BGR,2021,70.4,66.2,46.8,43.6,93.9,64.7,99.2,62.9,68.5,85.2,84,70,60,52.2,85.9333333333333,72.2,71.3333333333333
BHR,1995,76.2,60,70,,99.4,71.7,,100,,86.7,78.4,50,70,,,,66.1333333333333
BHR,1996,76.4,60,70,,99.4,72.5,,100,,89.1,77,50,70,,,,65.6666666666667
BHR,1997,76.1,60,70,,99.5,73.4,,100,,85.2,77,50,70,,,,65.6666666666667
BHR,1998,75.6,60,70,,99.4,78.1,,85,,89.6,78.4,50,70,,,,66.1333333333333
BHR,1999,75.2,60,70,,99.4,80.8,,85,,83.5,78.4,50,70,,,,66.1333333333333
BHR,2000,75.7,60,70,,99.6,79.7,,85,,89.2,77.6,50,70,,,,65.8666666666667
BHR,2001,75.9,60,70,,99.2,73,,85,,90.3,75.4,50,80,,,,68.4666666666667
BHR,2002,75.6,60,70,,99.3,74.8,,85,,84.3,76.6,50,80,,,,68.8666666666667
BHR,2003,76.3,70,70,,99.5,79.2,,85,,83.4,69.6,50,80,,,,66.5333333333333
BHR,2004,75.1,60,70,,99.5,76.6,,85,,84.7,69.6,50,80,,,,66.5333333333333
BHR,2005,71.2,70,61,,99.5,68.1,,85,40,89,69.6,50,80,,,71.3333333333333,66.5333333333333
BHR,2006,71.6,70,58,,99.4,73.2,,80,40,86.3,69.6,50,90,,,68.7666666666667,69.8666666666667
BHR,2007,71.2,60,58,,99.4,75.3,,80,40,80.1,79.6,50,90,,,66.7,73.2
BHR,2008,72.2,60,57,,99.7,80.3,,80,40,74.3,80.8,60,90,,,64.7666666666667,76.9333333333333
BHR,2009,74.8,60,50,,99.9,79.4,,79.6,85.1,74,80,60,80,,,79.5666666666667,73.3333333333333
BHR,2010,76.3,60,54,,99.9,80.8,,77.8,89.4,73.4,82.9,65,80,,,80.2,75.9666666666667
BHR,2011,77.7,60,51,,99.8,80.2,,77.4,97,74,82.8,75,80,,,82.8,79.2666666666667
BHR,2012,75.2,55,49,,99.9,72.2,,76.5,91.1,70.4,82.8,75,80,,,79.3333333333333,79.2666666666667
BHR,2013,75.5,55,51,,99.9,72.4,,75.8,90.4,72.5,82.8,75,80,,,79.5666666666667,79.2666666666667
BHR,2014,75.1,60,49.4,,99.9,71.4,,76.3,82,78.4,78.6,75,80,,,78.9,77.8666666666667
BHR,2015,73.4,60,48,,99.9,73.1,,72.5,83.1,74.2,78.6,65,80,,,76.6,74.5333333333333
BHR,2016,74.3,60,49,,99.9,75.4,,71.9,79.1,74.6,82.6,70,80,,,75.2,77.5333333333333
BHR,2017,68.5,64.2,55.5,53.7,99.9,69.8,12,69.4,78.7,80.7,82.8,75,80,57.8,60.5666666666667,76.2666666666667,79.2666666666667
BHR,2018,67.7,62.1,51.8,55.1,99.9,66.4,6.5,75.5,76.5,79.9,83.4,75,80,56.3333333333333,57.6,77.3,79.4666666666667
BHR,2019,66.4,63.5,53.6,50.7,99.7,62.7,3.7,71.4,71.1,81.6,83.8,75,80,55.9333333333333,55.3666666666667,74.7,79.6
BHR,2020,66.3,70.6,51,48.4,99.4,66.1,2.6,70.5,71.1,81.1,79.4,75,80,56.6666666666667,56.0333333333333,74.2333333333333,78.1333333333333
BHR,2021,69.9,71.5,64.4,65.8,100,67.1,0,76.7,71.4,82.8,83.6,75,80,67.2333333333333,55.7,76.9666666666667,79.5333333333333
BHS,1995,71.8,90,70,,97.7,86.9,,100,,82.6,19,30,70,,,,39.6666666666667
BHS,1996,74,90,70,,97.8,83.6,,100,,85.8,19,50,70,,,,46.3333333333333
BHS,1997,74.5,90,70,,97.3,87.8,,100,,86.1,19,50,70,,,,46.3333333333333
BHS,1998,74.5,90,70,,97.2,87.4,,100,,86.9,19.4,50,70,,,,46.4666666666667
BHS,1999,74.7,90,70,,97.2,87.1,,100,,88.4,19.4,50,70,,,,46.4666666666667
BHS,2000,73.9,90,70,,97.2,85.5,,100,,87,15,50,70,,,,45
BHS,2001,74.8,90,70,,97.3,89.2,,100,,87.3,19.4,50,70,,,,46.4666666666667
BHS,2002,74.4,90,70,,97,89.2,,100,,88.1,15,50,70,,,,45
BHS,2003,73.5,90,70,,96.9,88.8,,100,,80.4,15,50,70,,,,45
BHS,2004,72.1,90,70,,97.1,87.1,,85,,82.5,17,50,70,,,,45.6666666666667
BHS,2005,72.6,90,70,,96.7,88,,85,80,79.5,17,50,70,,,81.5,45.6666666666667
BHS,2006,72.3,90,70,,96.8,87.1,,80,80,82.2,17,50,70,,,80.7333333333333,45.6666666666667
BHS,2007,72,80,70,,96.6,88.7,,80,80,76.1,38.8,40,70,,,78.7,49.6
BHS,2008,71.1,80,70,,96.2,86.4,,80,80,76.3,32,40,70,,,78.7666666666667,47.3333333333333
BHS,2009,70.3,75,50,,96.5,84.4,,74.7,80.4,75.5,56,40,70,,,76.8666666666667,55.3333333333333
BHS,2010,67.3,70,55,,95.2,83.6,,73.4,81,72.7,42.2,30,70,,,75.7,47.4
BHS,2011,68,70,55,,97.2,86.9,,72.5,81.3,74.6,42.2,30,70,,,76.1333333333333,47.4
BHS,2012,68,70,55,,97.7,85.2,,70.9,82.7,76,42.2,30,70,,,76.5333333333333,47.4
BHS,2013,70.1,70,73,,97,84.9,,71.3,81.6,75.8,47,30,70,,,76.2333333333333,49
BHS,2014,69.8,70,66.6,,97.3,84.1,,70.7,81.5,75.1,52.2,30,70,,,75.7666666666667,50.7333333333333
BHS,2015,68.7,70,71,,97.8,83.2,,68.9,75.3,78.8,52.2,30,60,,,74.3333333333333,47.4
BHS,2016,70.9,70,71,,97.9,84.3,,70.7,72.8,78.5,64,40,60,,,74,54.6666666666667
BHS,2017,61.1,45.3,38.2,48.7,97.1,83.8,42.3,68.5,71.5,77,50.6,50,60,44.0666666666667,74.4,72.3333333333333,53.5333333333333
BHS,2018,63.3,46.5,50.9,53.5,96.5,82.9,59,68.3,64.6,79.2,52.7,45,60,50.3,79.4666666666667,70.7,52.5666666666667
BHS,2019,62.9,42.2,43.7,46.9,97.3,86.8,65.7,68.5,67.5,78.1,47.8,50,60,44.2666666666667,83.2666666666667,71.3666666666667,52.6
BHS,2020,64.5,54.9,46,46.4,96.8,87.4,69.2,69,70,76.3,47.8,50,60,49.1,84.4666666666667,71.7666666666667,52.6
BHS,2021,64.6,48.1,47.5,45.7,97.1,87.6,72.7,70.4,70,77,49,50,60,47.1,85.8,72.4666666666667,53
BIH,1995,,,,,,,,,,,,,,,,,
BIH,1996,,,,,,,,,,,,,,,,,
BIH,1997,,,,,,,,,,,,,,,,,
BIH,1998,29.4,10,10,,78.8,16.7,,40,,0,69.4,30,10,,,,36.4666666666667
BIH,1999,29.4,10,10,,78.8,16.7,,40,,0,69.4,30,10,,,,36.4666666666667
BIH,2000,45.1,10,10,,82,52,,40,,83.3,69,30,30,,,,43
BIH,2001,36.6,10,10,,67,0,,40,,75.2,67.6,30,30,,,,42.5333333333333
BIH,2002,37.4,10,10,,66.8,0,,40,,77.2,72.6,30,30,,,,44.2
BIH,2003,40.6,10,10,,66.1,3.2,,40,,77.9,78.2,30,50,,,,52.7333333333333
BIH,2004,44.7,10,10,,70.1,18.3,,40,,82.4,71.8,30,70,,,,57.2666666666667
BIH,2005,48.8,10,33,,70.1,23.8,,40,54.8,84.5,71.8,30,70,,,59.7666666666667,57.2666666666667
BIH,2006,55.6,10,31,,75.1,47.8,,55.7,54.9,86.1,75.2,50,70,,,65.5666666666667,65.0666666666667
BIH,2007,54.4,10,29,,74.9,47.8,,55.4,53.8,82.5,80.2,50,60,,,63.9,63.4
BIH,2008,53.9,10,29,,73.7,48.3,,57.2,54.2,76.6,79.8,50,60,,,62.6666666666667,63.2666666666667
BIH,2009,53.1,10,33,,71.8,37.6,,59.9,52.1,79,77.2,50,60,,,63.6666666666667,62.4
BIH,2010,56.2,10,32,,83.2,28.8,,61.3,61.2,74.7,80.8,70,60,,,65.7333333333333,70.2666666666667
BIH,2011,57.5,20,30,,83.9,24.1,,60.4,60.2,80.6,86,70,60,,,67.0666666666667,72
BIH,2012,57.3,20,32,,84.3,24.4,,55.2,60.4,80.7,86,70,60,,,65.4333333333333,72
BIH,2013,57.3,20,32,,83.2,26.9,,54.3,61.2,79,86.4,70,60,,,64.8333333333333,72.1333333333334
BIH,2014,58.4,20,33.9,,82.9,27.4,,55.5,62.4,80.1,86.9,75,60,,,66,73.9666666666667
BIH,2015,59,20,42,,82.9,27.3,,53.5,63.4,84,87.2,70,60,,,66.9666666666667,72.4
BIH,2016,58.6,20,39,,83.9,33.1,,54.6,59.4,84.3,87,65,60,,,66.1,70.6666666666667
BIH,2017,60.2,41.2,32.7,40,83.5,33.7,89.3,47.4,59.3,84,86.6,65,60,37.9666666666667,68.8333333333333,63.5666666666667,70.5333333333333
BIH,2018,61.4,39.5,28.4,43.7,83.5,41.5,94.4,49.3,59.6,83.5,87.8,65,60,37.2,73.1333333333333,64.1333333333333,70.9333333333333
BIH,2019,61.9,40.2,30.2,37.9,84.3,46.1,96.6,49.7,67,83.1,82.6,65,60,36.1,75.6666666666667,66.6,69.2
BIH,2020,62.6,44.4,41.8,33.9,83.6,49.3,97.3,45.7,67.4,82.7,80,65,60,40.0333333333333,76.7333333333333,65.2666666666667,68.3333333333333
BIH,2021,62.9,44.1,42.4,33.7,93.8,49.5,97.1,48.2,67.8,84.1,69.2,65,60,40.0666666666667,80.1333333333333,66.7,64.7333333333333
BLR,1995,40.4,50,10,,42,31.5,,70,,0,60,50,50,,,,53.3333333333333
BLR,1996,38.7,50,10,,38,0,,70,,0,60,50,70,,,,60
BLR,1997,39.8,50,10,,38,32.9,,70,,0,77.2,30,50,,,,52.4
BLR,1998,38,30,10,,43.4,44.5,,55,,0,79,30,50,,,,53
BLR,1999,35.4,30,10,,44.9,45.3,,55,,15.9,57.6,30,30,,,,39.2
BLR,2000,41.3,30,39,,58.3,39.3,,55,,32.5,57.6,30,30,,,,39.2
BLR,2001,38,30,34,,66,41.9,,40,,0,70.2,30,30,,,,43.4
BLR,2002,39,30,41,,68.2,36.5,,40,,0,75.4,30,30,,,,45.1333333333333
BLR,2003,39.7,30,41,,65.3,41.1,,40,,14.1,66,30,30,,,,42
BLR,2004,43.1,30,48,,75.4,36.8,,40,,31.6,65.8,30,30,,,,41.9333333333333
