,Ativo,Nome,Situação|CVM,Data do Bal,Setor NAICS|ult disponiv,Receita| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Bruto| Em moeda orig| em milhares| no exercício| consolid:sim*,EBIT| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Liquido| Em moeda orig| em milhares| no exercício| consolid:sim*,Capex| Em moeda orig| em milhares| de 12 meses| consolid:sim*,Invest Cap $| Em moeda orig| em milhares| consolid:sim*,Patrim Liq| Em moeda orig| em milhares| consolid:sim*,Ativo Tot| Em moeda orig| em milhares| consolid:sim*,Div Tt Bruta| Em moeda orig| em milhares| consolid:sim*,AlaFin| de 12 meses| consolid:sim*,CapGir| Em moeda orig| em milhares| consolid:sim*,RecFin| Em moeda orig| em milhares| no exercício| consolid:sim*,Estoques| Em moeda orig| em milhares| consolid:sim*,Ano,Nome_Ano,Tamanho,Capex%Ativo
564,NEOE3<XBSP>,Neoenergia,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3073627.0,3073627.0,654592.0,5616.0,1432442.0,7826035.0,3994822.0,8833717.0,3171791.0,0.20617879406,-759603.0,34413.0,10741.0,2001,Neoenergia2001,Grande,0.16215620219665175
565,24988 ON<BraNa>,Norte Brasil Transm de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Norte Brasil Transm de Energia S/A2001,Pequena,
566,25097 ON<BraNa>,Norte Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Norte Energia SA2001,Pequena,
567,PALF7<XBSP>,Paul F Luz,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3056270.0,409666.0,368986.0,8883.0,0.0,7039870.0,3837621.0,7900036.0,2109559.0,0.057720921031999994,-252790.0,285557.0,6885.0,2001,Paul F Luz2001,Grande,0.0
568,23230 ON<BraNa>,Raizen Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Raizen Energia SA2001,Pequena,
569,REDE3<XBSP>,Rede Energia,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1954311.0,415202.0,403337.0,-13798.0,295364.0,4751340.0,877301.0,5692919.0,2118321.0,-0.027158374909,-655424.0,149519.0,25695.0,2001,Rede Energia2001,Pequena,0.051882698489123066
570,RNEW4<XBSP>,Renova,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Renova2001,Pequena,
571,25720 ON<BraNa>,Rio Alto Energias Renováveis S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Rio Alto Energias Renováveis S/A2001,Pequena,
572,25623 ON<BraNa>,Rio Parana Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Rio Parana Energia S/A2001,Pequena,
573,23388 ON<BraNa>,Santo Antonio Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Santo Antonio Energia SA2001,Pequena,
574,STKF3<XBSP>,Statkraft,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Statkraft2001,Pequena,
575,TAEE11<XBSP>,Taesa,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Taesa2001,Pequena,
576,23329 ON<BraNa>,Termeletrica Pernambuco 3 SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Termeletrica Pernambuco 3 SA2001,Pequena,
577,19852 ON<BraNa>,Termopernambuco S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Termopernambuco S/A2001,Pequena,
578,TRPL4<XBSP>,Tran Paulist,ATIVO,2001-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",421398.0,42569.0,64671.0,70959.0,48382.0,3682368.0,3327317.0,4125797.0,110643.0,18436748282.0,262172.0,41768.0,21565.0,2001,Tran Paulist2001,Pequena,0.011726703955623604
579,24945 ON<BraNa>,Usina Termelétrica Pampa Sul S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Usina Termelétrica Pampa Sul S/A2001,Pequena,
580,24767 ON<BraNa>,Ventos do Sul Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,Ventos do Sul Energia SA2001,Pequena,
581,25224 ON<BraNa>,2w Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,2w Energia S/A2002,Pequena,
582,AESB3<XBSP>,AES Brasil,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,-13221732.0,-63339.48,0.0,116053.9,-26383295.0,124281542.0,150613475.0,-1987684205.0,-140838239.0,1120455.0,0.0,2002,AES Brasil2002,Grande,0.0
583,AESL3<XBSP>,AES Sul,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1077914.0,254838.0,199217.0,-1019510.0,50199.0,1584341.0,-1064528.0,2602274.0,2471666.0,12268755937.0,-731004.0,811369.0,282.0,2002,AES Sul2002,Pequena,0.01929043598022345
584,18970 ON<BraNa>,AES Tietê Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,AES Tietê Energia S/A2002,Pequena,
585,ALUP11<XBSP>,Alupar,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Alupar2002,Pequena,
586,CBEE3<XBSP>,Ampla Energ,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1301378.0,642062.0,-57067.0,-386017.0,177780.0,3577901.0,433434.0,4113867.0,641775.0,14443808249.0,-57074.0,1051875.0,5965.0,2002,Ampla Energ2002,Pequena,0.04321481467436842
587,24210 ON<BraNa>,Argo Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Argo Transmissão de Energia S/A2002,Pequena,
588,EBEN4<XBSP>,Bandeirante Energ,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1556955.0,253623.0,95836.0,8274.0,91632.0,1607016.0,617428.0,2194068.0,477849.0,0.30663985914999997,-77285.0,97536.0,6271.0,2002,Bandeirante Energ2002,Pequena,0.04176351872412341
589,23930 ON<BraNa>,Brasiliana Participações S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Brasiliana Participações S/A2002,Pequena,
590,22683 ON<BraNa>,Cachoeira Paulista Trans de Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Cachoeira Paulista Trans de Energia SA2002,Pequena,
591,CEBR3<XBSP>,Ceb,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",632611.0,632611.0,-54616.0,-174410.0,55867.0,675079.0,314954.0,1182900.0,131030.0,12008409573.0,-222203.0,69199.0,3910.0,2002,Ceb2002,Pequena,0.04722884436554231
592,EEEL3<XBSP>,Ceee-Gt,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1224999.0,391271.0,50510.0,-171571.0,157133.0,2682626.0,429150.0,3278857.0,1159794.0,-25952540263.0,-172675.0,146511.0,9253.0,2002,Ceee-Gt2002,Pequena,0.04792310247137951
593,24597 ON<BraNa>,Celeo Redes Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Celeo Redes Transmissão de Energia S/A2002,Pequena,
594,CLSC4<XBSP>,Celesc,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1747863.0,-190302.0,-233784.0,-290595.0,103855.0,2004788.0,637587.0,2629130.0,44166.0,12907565124.0,46859.0,177342.0,11393.0,2002,Celesc2002,Pequena,0.039501660245024016
595,25577 ON<BraNa>,Celg Distribuição S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Celg Distribuição S/A2002,Pequena,
596,CEPE5<XBSP>,Celpe,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",959843.0,233855.0,94828.0,12883.0,218697.0,2218234.0,1100572.0,2726459.0,804232.0,0.36780523886,121322.0,325134.0,5455.0,2002,Celpe2002,Pequena,0.08021283283555704
597,CMIG4<XBSP>,Cemig,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",5118662.0,5118662.0,-547095.0,-1001833.0,1166244.0,11564468.0,5680883.0,13813886.0,3384744.0,39673705243.0,-1140874.0,867203.0,20663.0,2002,Cemig2002,Grande,0.08442548316961643
598,20303 ON<BraNa>,Cemig Distribuição SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Cemig Distribuição SA2002,Pequena,
599,20320 ON<BraNa>,Cemig Geração e Transm SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Cemig Geração e Transm SA2002,Pequena,
600,CESP6<XBSP>,Cesp,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1860818.0,907876.0,-2684312.0,-3417524.0,532100.0,19583275.0,6478849.0,20671044.0,11996643.0,40620300655.0,-1647171.0,173150.0,9098.0,2002,Cesp2002,Grande,0.025741322015472464
601,03328 ON<BraNa>,Cia Hidro Eletrica Sao Francisco,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2523378.0,1438901.0,427523.0,79447.0,0.0,16599143.0,9741143.0,18754262.0,823445.0,0.24071998635000003,-457881.0,58408.0,50223.0,2002,Cia Hidro Eletrica Sao Francisco2002,Grande,0.0
602,CEEB3<XBSP>,Coelba,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1443692.0,486222.0,261694.0,122948.0,255334.0,3509903.0,1671688.0,4202435.0,870679.0,12206848288.0,-7040000001.0,514508.0,3129.0,2002,Coelba2002,Pequena,0.06075858401141243
603,COCE5<XBSP>,Coelce,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",915941.0,915941.0,161604.0,83342.0,173194.0,2145928.0,1170665.0,2507458.0,792722.0,13131504626.0,43701.0,86879.0,2234.0,2002,Coelce2002,Pequena,0.06907154576467482
604,02442 ON<BraNa>,Companhia Energética Jaguara,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Companhia Energética Jaguara2002,Pequena,
605,24430 ON<BraNa>,Companhia Energética Miranda,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Companhia Energética Miranda2002,Pequena,
606,24155 ON<BraNa>,Companhia Energética Sinop S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Companhia Energética Sinop S/A2002,Pequena,
607,CPLE6<XBSP>,Copel,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2668551.0,315444.0,58099.0,-320019.0,61781.0,7750648.0,4726074.0,8547177.0,2214293.0,-5830387529.0,236510.0,349330.0,20686.0,2002,Copel2002,Grande,0.007228234538725477
608,24740 ON<BraNa>,Copel Geração e Transmissão S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Copel Geração e Transmissão S/A2002,Pequena,
609,CSRN3<XBSP>,Cosern,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",439538.0,134215.0,67555.0,30705.0,166397.0,1138241.0,496013.0,1322655.0,525398.0,16358740445.0,-20407.0,163757.0,870.0,2002,Cosern2002,Pequena,0.12580529314144656
610,CPFE3<XBSP>,CPFL Energia,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3305330.0,941207.0,420076.0,-696063.0,306778.0,10610923.0,2151697.0,12361861.0,7130756.0,-72164760907.0,-2047603.0,580398.0,8451.0,2002,CPFL Energia2002,Grande,0.024816490009069023
611,CPFG3<XBSP>,CPFL Geracao,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",268774.0,187248.0,132548.0,-71082.0,315747.0,1758943.0,690710.0,2160617.0,783636.0,-14551092196.0,-195994.0,10587.0,18.0,2002,CPFL Geracao2002,Pequena,0.1461374227824737
612,CPFP4<XBSP>,CPFL Piratininga,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1470763.0,217958.0,82972.0,-61266.0,41840.0,1087872.0,225049.0,1603230.0,422489.0,-46848907372.0,-66466.0,267913.0,1019.0,2002,CPFL Piratininga2002,Pequena,0.026097316043237714
613,CPRE3<XBSP>,CPFL Renovav,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,CPFL Renovav2002,Pequena,
614,DNEN3B<XBSP>,Dinamica Ene,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Dinamica Ene2002,Pequena,
615,EKTR4<XBSP>,Elektro,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1444877.0,137343.0,129030.0,-939778.0,97549.0,2667706.0,-291606.0,3250884.0,387220.0,-22958910252.0,225566.0,574734.0,2033.0,2002,Elektro2002,Pequena,0.030006915042185448
616,ELET3<XBSP>,Eletrobras,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",19338160.0,19338160.0,5736149.0,1100340.0,3665865.0,111970001.0,66550862.0,121503383.0,29574029.0,0.63665890556,1965166.0,0.0,421266.0,2002,Eletrobras2002,Grande,0.03017088832826984
617,LIPR3<XBSP>,Eletropar,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",756.0,756.0,1593.0,3900.0,0.0,87979.0,76891.0,144302.0,13418.0,45945784628.0,-16819.0,12118.0,0.0,2002,Eletropar2002,Pequena,0.0
618,ELPL3<XBSP>,Eletropaulo,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",5781370.0,597818.0,835678.0,-871079.0,409468.0,11054864.0,2106324.0,12951602.0,4220523.0,-56699223778.0,-2021572.0,836608.0,24657.0,2002,Eletropaulo2002,Grande,0.03161523956650305
619,EMAE4<XBSP>,Emae,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",363519.0,363519.0,58872.0,38495.0,37547.0,1024836.0,900093.0,1154602.0,16029.0,13961319445.0,124333.0,7145.0,6529.0,2002,Emae2002,Pequena,0.03251943093810681
620,ENBR3<XBSP>,Energias BR,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1619687.0,255231.0,73841.0,-4377.0,1303222.0,2374752.0,1326895.0,2929097.0,733331.0,-0.90641269096,-94660.0,116873.0,6271.0,2002,Energias BR2002,Pequena,0.4449227867837767
621,ENGI11<XBSP>,Energisa,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",609852.0,135215.0,116957.0,-23349.0,66487.0,1822128.0,704843.0,2102527.0,635753.0,-0.17783597956,-261273.0,15597.0,2691.0,2002,Energisa2002,Pequena,0.03162242387374811
622,ENMT3<XBSP>,Energisa Mt,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",703132.0,186701.0,78525.0,-111685.0,96388.0,1477017.0,499293.0,1802598.0,447610.0,-46705330971.0,-102541.0,53610.0,12421.0,2002,Energisa Mt2002,Pequena,0.05347171138545588
623,21938 ON<BraNa>,Energisa Paraiba Dist e Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Energisa Paraiba Dist e Energia S/A2002,Pequena,
624,18996 ON<BraNa>,Energisa Sergipe Dist de Energia S/A,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",235005.0,52650.0,47893.0,-21732.0,18599.0,1135713.0,663070.0,1209566.0,387743.0,-0.75857841782,-142937.0,3783.0,987.0,2002,Energisa Sergipe Dist de Energia S/A2002,Pequena,0.015376589619747909
625,24864 ON<BraNa>,Energisa Sul Sudeste Distr de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Energisa Sul Sudeste Distr de Energia S/A2002,Pequena,
626,24589 ON<BraNa>,Energisa Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Energisa Transmissão de Energia S/A2002,Pequena,
627,ENER6<XBSP>,Enersul,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",424565.0,24210.0,-31904.0,-94111.0,4064.0,1067755.0,427449.0,1175906.0,507614.0,10501257247.0,-43518.0,36706.0,2350.0,2002,Enersul2002,Pequena,0.003456058562504146
628,ENEV3<XBSP>,Eneva,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Eneva2002,Pequena,
629,EGIE3<XBSP>,Engie Brasil,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1375275.0,509066.0,377332.0,-183521.0,217635.0,5818775.0,2760299.0,6778396.0,2954833.0,-0.8352135140700001,333638.0,25764.0,8169.0,2002,Engie Brasil2002,Grande,0.03210715337374801
630,EQMA3B<XBSP>,Eqtl Maranhao,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",363577.0,107657.0,28090.0,-120821.0,0.0,526927.0,-93527.0,836598.0,548602.0,38474280306.0,-249266.0,22897.0,3778.0,2002,Eqtl Maranhao2002,Pequena,0.0
631,EQPA3<XBSP>,Eqtl Para,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",694751.0,172250.0,90938.0,-38593.0,39931.0,1610320.0,847007.0,1902080.0,473252.0,-0.9289989559899999,-84426.0,83780.0,14114.0,2002,Eqtl Para2002,Pequena,0.02099333361372813
632,EQTL3<XBSP>,Equatorial,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Equatorial2002,Pequena,
633,24457 ON<BraNa>,Equatorial Transmissora 7 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Equatorial Transmissora 7 Spe S/A2002,Pequena,
634,24481 ON<BraNa>,Equatorial Transmissora 8 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Equatorial Transmissora 8 Spe S/A2002,Pequena,
635,ESCE3<XBSP>,Escelsa,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",837248.0,94965.0,16114.0,-509252.0,161829.0,2447491.0,223021.0,2750065.0,1935399.0,-648079936.0,238313.0,137772.0,3621.0,2002,Escelsa2002,Pequena,0.05884551819684262
636,FLCL3<XBSP>,F Cataguazes,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",161043.0,11104.0,-19017.0,-76772.0,18578.0,768468.0,325433.0,852449.0,332875.0,-31920458515.0,-99921.0,2919.0,424.0,2002,F Cataguazes2002,Pequena,0.02179367915265312
637,22977 ON<BraNa>,Ferreira Gomes Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Ferreira Gomes Energia SA2002,Pequena,
638,POWE3<XBSP>,Focus ON,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Focus ON2002,Pequena,
639,GEPA4<XBSP>,Ger Paranap,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",523269.0,222398.0,223098.0,-61278.0,53617.0,3582632.0,2251712.0,3860434.0,1133133.0,-0.41129579395000004,-195151.0,24097.0,632.0,2002,Ger Paranap2002,Pequena,0.013888852911356598
640,18589 ON<BraNa>,Investco S/A,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",155628.0,112922.0,112950.0,-38814.0,0.0,1413051.0,635301.0,1452005.0,778865.0,-0.78539971473,-118122.0,2888.0,0.0,2002,Investco S/A2002,Pequena,0.0
641,19364 ON<BraNa>,Itapebi Geração de Energia S/A,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,216761.0,647732.0,150000.0,667429.0,462619.0,0.0,-223277.0,0.0,0.0,2002,Itapebi Geração de Energia S/A2002,Pequena,0.32477012536164895
642,23000 ON<BraNa>,Light Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Light Energia S/A2002,Pequena,
643,LIGT3<XBSP>,Light S/A,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3649689.0,165190.0,172475.0,-1255576.0,514014.0,7683643.0,1007944.0,8951473.0,5074356.0,6554175029.0,45855.0,4004737.0,20155.0,2002,Light S/A2002,Grande,0.05742228122678804
644,08036 ON<BraNa>,Light Serv de Eletr S/A,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",3618356.0,175843.0,1130331.0,-1255576.0,0.0,10015856.0,1007944.0,11474327.0,7443169.0,-18135515445.0,383080.0,4004008.0,15820.0,2002,Light Serv de Eletr S/A2002,Grande,0.0
645,23680 ON<BraNa>,Linhas de Macapá Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Linhas de Macapá Trans de Energia S/A2002,Pequena,
646,23671 ON<BraNa>,Linhas de Xingu Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Linhas de Xingu Trans de Energia S/A2002,Pequena,
647,NEOE3<XBSP>,Neoenergia,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2885234.0,2885234.0,296690.0,-92999.0,1574274.0,9711271.0,4413419.0,11112425.0,4435606.0,-0.66110597605,-355816.0,1012883.0,9738.0,2002,Neoenergia2002,Grande,0.1416679077699062
648,24988 ON<BraNa>,Norte Brasil Transm de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Norte Brasil Transm de Energia S/A2002,Pequena,
649,25097 ON<BraNa>,Norte Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Norte Energia SA2002,Pequena,
650,PALF7<XBSP>,Paul F Luz,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2950982.0,961294.0,216110.0,-382096.0,117172.0,7800711.0,3125054.0,8679177.0,3631914.0,-36986504042.0,-176008.0,506369.0,4755.0,2002,Paul F Luz2002,Grande,0.01350035838651522
651,23230 ON<BraNa>,Raizen Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Raizen Energia SA2002,Pequena,
652,REDE3<XBSP>,Rede Energia,ATIVO,2002-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1761338.0,436188.0,141112.0,-335661.0,368330.0,4708608.0,558694.0,5720733.0,2279137.0,-12802091524.0,-838697.0,184789.0,28431.0,2002,Rede Energia2002,Pequena,0.06438510589464672
653,RNEW4<XBSP>,Renova,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Renova2002,Pequena,
654,25720 ON<BraNa>,Rio Alto Energias Renováveis S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Rio Alto Energias Renováveis S/A2002,Pequena,
655,25623 ON<BraNa>,Rio Parana Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,Rio Parana Energia S/A2002,Pequena,
